Company,count,share_pct
CATHAY BANK,98,0.0008742437011410397
COLORADO HOUSING AND FINANCE AUTHORITY,98,0.0008742437011410397
"The Thomas Agency, Inc.",98,0.0008742437011410397
MS SERVICES LLC,98,0.0008742437011410397
"Glass Mountain Capital, LLC",97,0.0008653228470477638
"AAA Auto Title Loans, LLC",97,0.0008653228470477638
Cooling & Winter LLC,97,0.0008653228470477638
"Andreu, Palma & Andreu, PL",97,0.0008653228470477638
"CARS Acquisition, LLC",96,0.0008564019929544879
Unlimited Progress Corp,96,0.0008564019929544879
CARVANT FINANCIAL LLC,96,0.0008564019929544879
"Medical Society Business Services, Inc.",95,0.0008474811388612119
Fundo LLC,95,0.0008474811388612119
TFC Credit Corporation of California,95,0.0008474811388612119
Consumer Financial Services,95,0.0008474811388612119
"Admin Recovery, LLC",94,0.000838560284767936
"Aldridge Pite, LLP",94,0.000838560284767936
QC HOLDINGS INC,94,0.000838560284767936
"Receivable Solutions, Inc.",94,0.000838560284767936
Indie Technology DBA Found,94,0.000838560284767936
EASTERN BANKSHARES INC,94,0.000838560284767936
Metro Collection Service Inc.,94,0.000838560284767936
Granite Edvance Corporation,93,0.0008296394306746601
Global Trust Management LLC,93,0.0008296394306746601
"S & S Recovery, Inc.",93,0.0008296394306746601
eToro USA LLC,92,0.0008207185765813842
PROVIDENT FUNDING ASSOCIATES,92,0.0008207185765813842
"Applied Business Services, Inc.",92,0.0008207185765813842
"Optimum Outcomes, Inc.",92,0.0008207185765813842
"North State Acceptance, LLC",92,0.0008207185765813842
"Law Offices of Hayt, Hayt & Landau, LLC",92,0.0008207185765813842
"PINNACLE RECOVERY, INC.",92,0.0008207185765813842
Orion Capital Solutions LLC,91,0.0008117977224881082
"Castle Credit Co Holdings, LLC, Chicago, IL Branch",91,0.0008117977224881082
"Universal Account Servicing, LLC",91,0.0008117977224881082
Universal Recovery Corporation,91,0.0008117977224881082
"BCA Financial Services, Inc.",91,0.0008117977224881082
POPULAR BANK,91,0.0008117977224881082
"LendKey Technologies, Inc.",91,0.0008117977224881082
FIRST UNITED BANK AND TRUST COMPANY,90,0.0008028768683948324
"Thunderbird Collection Specialists, Inc.",90,0.0008028768683948324
"Mercari, Inc.",90,0.0008028768683948324
"Meade & Associates, Inc.",90,0.0008028768683948324
Mar Joe Enterprises,90,0.0008028768683948324
Renton Collections Inc.,89,0.0007939560143015564
OFG BANCORP,89,0.0007939560143015564
Academy Mortgage Corporation,88,0.0007850351602082806
WESTERN ALLIANCE BANCORPORATION,88,0.0007850351602082806
Giggle Finance Inc.,88,0.0007850351602082806
MEI AUTO FINANCE INC,88,0.0007850351602082806
INDEPENDENT BANK CORP.,88,0.0007850351602082806
AMERICAN INTERNET MORTGAGE,88,0.0007850351602082806
"Finance System of Richmond, Inc.",88,0.0007850351602082806
Financial Accounts Service Team Inc.,88,0.0007850351602082806
Mullooly Jeffrey Rooney & Flynn,87,0.0007761143061150046
N26 Inc.,87,0.0007761143061150046
Cornerstone Home Lending Inc.,87,0.0007761143061150046
MAJR Financial Corp,87,0.0007761143061150046
"Tromberg, Miller, Morris & Partners, PLLC",87,0.0007761143061150046
Post Lake Lending Inc.,87,0.0007761143061150046
FIRST HOME MORTGAGE CORPORATION,87,0.0007761143061150046
EQUITY LOANS LLC,87,0.0007761143061150046
"Payactiv, Inc.",87,0.0007761143061150046
"Dyck-O'Neal, Inc.",87,0.0007761143061150046
"PulteGroup, Inc.",86,0.0007671934520217287
"The Law Offices of Jennifer McCoy, PC",86,0.0007671934520217287
"Michel Law, LLC d/b/a Level One Law",86,0.0007671934520217287
"Consolidated Recovery Group, LLC",86,0.0007671934520217287
"Healthcare Collections-I, LLC",86,0.0007671934520217287
AUTOMOBILE ACCEPTANCE CORPORATION,86,0.0007671934520217287
"Receivable Collection Services, LLC",85,0.0007582725979284528
"DApps Platform, Inc.",85,0.0007582725979284528
"FIRST MIDWEST BANCORP, INC.",85,0.0007582725979284528
Abra,85,0.0007582725979284528
"United Accounts, Inc.",84,0.0007493517438351769
"Account Control Technology, Inc.",83,0.000740430889741901
"ClearOne Advantage, LLC",83,0.000740430889741901
Gatestone & Co. International Inc.,83,0.000740430889741901
Huntington Debt Holding LLC,83,0.000740430889741901
Exto Inc.,83,0.000740430889741901
Fuel Capital Group,83,0.000740430889741901
"COLLECTION SERVICES OF ATHENS, INC.",83,0.000740430889741901
"Alpine Credit, Inc",83,0.000740430889741901
"Farrell Holdings, LLC",82,0.000731510035648625
FIRST COMMONWEALTH FINANCIAL CORPORATION,82,0.000731510035648625
"BILL.COM, LLC",82,0.000731510035648625
Massachusetts Educational Financing Authority,81,0.0007225891815553491
Financial Asset Management Systems Inc,81,0.0007225891815553491
Merchants Acceptance Corp,81,0.0007225891815553491
Tally Technologies,81,0.0007225891815553491
Lien Enforcement Inc,81,0.0007225891815553491
TapTap Send Inc.,81,0.0007225891815553491
"Adelante, Inc",81,0.0007225891815553491
VELO LAW OFFICE,80,0.0007136683274620732
Betterment LLC,80,0.0007136683274620732
NATIONWIDE ACCEPTANCE LLC,80,0.0007136683274620732
Access Receivables of NC Inc.,80,0.0007136683274620732
"United Resource Systems, Inc",80,0.0007136683274620732
HIGHER EDUCATION STUDENT ASSISTANCE AUTHORITY (HESAA),80,0.0007136683274620732
Glacier Bancorp Inc.,80,0.0007136683274620732
"National Recovery Solutions, LLC",80,0.0007136683274620732
"Roosen, Varchetti & Olivier, PLLC",80,0.0007136683274620732
"Nathan & Nathan, P.C.",80,0.0007136683274620732
North American Credit Services,80,0.0007136683274620732
SIERRA PACIFIC MORTGAGE,79,0.0007047474733687973
FIRST AMERICAN FINANCIAL CORPORATION,79,0.0007047474733687973
INTERCONTINENTAL CAPITAL GROUP,79,0.0007047474733687973
"Midwest Loan Services, Inc.",79,0.0007047474733687973
COOLEY ENTERPRISES INC,79,0.0007047474733687973
Continental Credit Control,79,0.0007047474733687973
Amscot Corporation,78,0.0006958266192755214
CIBC BANCORP USA INC.,78,0.0006958266192755214
Everest Receivable Services Inc.,78,0.0006958266192755214
Armada Corp.,78,0.0006958266192755214
Professional Collectors Corp.,77,0.0006869057651822455
"College Foundation, Inc.",77,0.0006869057651822455
"PACIFIC PREMIER BANCORP, INC.",77,0.0006869057651822455
"COLLECTION ASSOCIATES, LTD.",77,0.0006869057651822455
"PayTomorrow, LLC",76,0.0006779849110889695
SOP Pioneer Partners LP,76,0.0006779849110889695
"Constar Financial Services, LLC",76,0.0006779849110889695
RC Willey,76,0.0006779849110889695
UNITED AUTO ACCEPTANCE,76,0.0006779849110889695
Credit International Corporation,76,0.0006779849110889695
Business & Professional Collection Service Inc,76,0.0006779849110889695
"McCalla Raymer Leibert Pierce, LLC",76,0.0006779849110889695
"National Account Systems of Omaha, LLC",75,0.0006690640569956937
American Recovery Service Incorporated,75,0.0006690640569956937
"Professional Medical Management, Inc.",75,0.0006690640569956937
"NEXA Mortgage, LLC",75,0.0006690640569956937
"NPAS, Inc.",75,0.0006690640569956937
E*TRADE BANK,75,0.0006690640569956937
"Progrexion Holdings, Inc.",75,0.0006690640569956937
"JTM Capital Management, LLC",75,0.0006690640569956937
"DIRECMANAGEMENT, INC.",75,0.0006690640569956937
"Synter Resource Group, LLC.",74,0.0006601432029024177
REVERSE MORTGAGE INVESTMENT TR,74,0.0006601432029024177
Deutsche Bank,74,0.0006601432029024177
"BLINCLOANS, INC.",74,0.0006601432029024177
MIDWEST RECEIVABLE SOLUTIONS LLC,74,0.0006601432029024177
Viva Finance Inc.,74,0.0006601432029024177
"Birchwood Credit Services, Inc.",74,0.0006601432029024177
"Bilt Technologies, Inc.",74,0.0006601432029024177
"Second Alliance, Inc.",73,0.0006512223488091419
Mediation Recovery Center,73,0.0006512223488091419
CRESCO CAPITAL INC.,73,0.0006512223488091419
"Ridge & Valley Realty, Inc.",73,0.0006512223488091419
Franklin Credit Management Corporation,73,0.0006512223488091419
"Peter Roberts & Associates, Inc.",73,0.0006512223488091419
Smith Debnam Narron Drake Saintsing & Myers LLP,73,0.0006512223488091419
Reel Time Capital LLC,73,0.0006512223488091419
"Credit Bureau of the South, Inc.",73,0.0006512223488091419
Collection Service of Nevada,72,0.0006423014947158659
"Recovery One, LLC",72,0.0006423014947158659
FB FINANCIAL CORPORATION,71,0.0006333806406225899
AMERICAN NEIGHBORHOOD MORTGAGE,71,0.0006333806406225899
"Manhattan Beach Venture, LLC",71,0.0006333806406225899
"Certified Credit Reporting, Inc.",71,0.0006333806406225899
"Vengroff Williams, Inc",71,0.0006333806406225899
Revenue Assistance Corporation dba Revenue Group,71,0.0006333806406225899
"CASHCALL, INC.",71,0.0006333806406225899
"Recovery Solutions Group, LLC",71,0.0006333806406225899
Abrahamsen Gindin LLC,71,0.0006333806406225899
BUSEY BANK,70,0.0006244597865293141
"Milliman, Inc.",70,0.0006244597865293141
"Midstate Collection Solutions, Inc.",70,0.0006244597865293141
HF Holdings,70,0.0006244597865293141
"ULRS, Inc.",70,0.0006244597865293141
"Malen & Associates, p.c.",69,0.0006155389324360381
SunTx Capital Partners,69,0.0006155389324360381
PENNSYLVANIA HOUSING FINANCE AGENCY,69,0.0006155389324360381
FIRST REPUBLIC BANK,69,0.0006155389324360381
"American Collection Services, Inc. (OK, TX)",69,0.0006155389324360381
"Business Processing Solutions, LLC",69,0.0006155389324360381
"R.T.R. Financial Services, Inc.",69,0.0006155389324360381
"RICHLAND HOLDINGS, INC.",69,0.0006155389324360381
"Rausch, Sturm, Israel, Enerson & Hornik, LLP",69,0.0006155389324360381
"HOPE BANCORP, INC.",68,0.0006066180783427622
"Augusta Collection Agency, Inc.",68,0.0006066180783427622
TSC Accounts Receivable Solutions,68,0.0006066180783427622
Asset Recovery Bureau LLC,68,0.0006066180783427622
"CREDIT WORLD SERVICES, INC.",68,0.0006066180783427622
Garcadia Financial LLC,68,0.0006066180783427622
Global Tel*Link Corporation,68,0.0006066180783427622
Advance Bureau of Collections,68,0.0006066180783427622
"Dakota Financial, LLC",68,0.0006066180783427622
"Longbridge Financial, LLC",67,0.0005976972242494863
"Credit Collections U.S.A., L.L.C.",67,0.0005976972242494863
DreamSpring,67,0.0005976972242494863
"AA Recovery Solutions, Inc.",67,0.0005976972242494863
KINGS CREDIT SERVICES,67,0.0005976972242494863
"SANDY SPRING BANCORP, INC.",67,0.0005976972242494863
"NCD Financial, LLC",67,0.0005976972242494863
"Community Health Investment Company, LLC.",67,0.0005976972242494863
"Special Financing Company, LLC",67,0.0005976972242494863
Turning Point Solutions LLC,67,0.0005976972242494863
Couch Lambert LLC,67,0.0005976972242494863
"Wallace Management Company, LLC",66,0.0005887763701562104
"Credit Counsel, Inc.",66,0.0005887763701562104
Merchants Credit Corporation,66,0.0005887763701562104
"BALANCED HEALTHCARE RECEIVABLES, LLC",66,0.0005887763701562104
FIRST HERITAGE CREDIT LLC,66,0.0005887763701562104
"C.Tech Collections, Inc.",66,0.0005887763701562104
Southwest Stage Funding,66,0.0005887763701562104
Credit Service Company,65,0.0005798555160629345
Mortgage Lenders Investment Trading Corp,65,0.0005798555160629345
MID FLORIDA FINANCING LLC,65,0.0005798555160629345
Celsius US Holding LLC,65,0.0005798555160629345
"Eagle Accounts Group, Inc.",65,0.0005798555160629345
"Stuart-Lippman and Associates, Inc",65,0.0005798555160629345
"BRite Financial Services, Inc.",65,0.0005798555160629345
"Moss Law Firm, P.C.",65,0.0005798555160629345
NATIONS LENDING CORPORATION,65,0.0005798555160629345
Kirschenbaum & Phillips P.C,65,0.0005798555160629345
Recovery Management Solutions LLC,65,0.0005798555160629345
Performant Financial Corporation,65,0.0005798555160629345
"Independence Capital Recovery, LLC",65,0.0005798555160629345
M1 Holdings Inc.,65,0.0005798555160629345
ATLANTIC BAY MORTGAGE GROUP LLC,64,0.0005709346619696586
"DLF Law Group, LLC",64,0.0005709346619696586
"Preferred Collection and Management, Inc.",64,0.0005709346619696586
"Valentine and Kebartas, Inc.",64,0.0005709346619696586
NCSPLUS INCORPORATED,64,0.0005709346619696586
"DSR HOLDINGS GROUP, LLC",64,0.0005709346619696586
Security National Financial Corp,64,0.0005709346619696586
"Todd, Bremer & Lawson, Inc.",64,0.0005709346619696586
"Debt Collectors International, Inc.",63,0.0005620138078763826
CHALLENGE FINANCIAL SERVICES,63,0.0005620138078763826
"OUT TECH, INC.",63,0.0005620138078763826
"ALEXANDER-ROSE ASSOC, INC.",63,0.0005620138078763826
PCR Group,63,0.0005620138078763826
"Credit Center, LLC",63,0.0005620138078763826
Eaton Group Attorneys LLC,63,0.0005620138078763826
"Autovest, L.L.C.",62,0.0005530929537831068
"Nav Technologies, Inc.",62,0.0005530929537831068
"Heritage Financial Group, Inc.",62,0.0005530929537831068
"TradeStation Group, Inc.",62,0.0005530929537831068
700 Credit Experts,62,0.0005530929537831068
Utah System of Higher Education,62,0.0005530929537831068
"Cash Express, LLC",62,0.0005530929537831068
Crossroads Systems Inc.,62,0.0005530929537831068
"Stallings Financial Group, Inc.",62,0.0005530929537831068
"Scheer, Green & Burke L.P.A.",62,0.0005530929537831068
"DLC, LLC",62,0.0005530929537831068
"Credit Protection Association, L.P.",61,0.0005441720996898308
Royal Pacific Funding Corporation,61,0.0005441720996898308
Schreiber Law LLC,61,0.0005441720996898308
"GB Collects, LLC",61,0.0005441720996898308
"Neighborhood Assistance Corporation of America (""NACA"")",61,0.0005441720996898308
AAA Collections,61,0.0005441720996898308
"Revenue Enterprises, LLC",61,0.0005441720996898308
"Merchants Credit Bureau, Inc.",61,0.0005441720996898308
"Reverse Mortgage Solutions, Inc.",61,0.0005441720996898308
Future Judgement Solutions,60,0.000535251245596555
RELIANCE FIRST CAPITAL LLC,60,0.000535251245596555
Alpha Recovery Corp,60,0.000535251245596555
"Receivables Outsourcing, Inc.",60,0.000535251245596555
"Healthcare Receivables Group, Inc.",60,0.000535251245596555
Omnipoint Capital,60,0.000535251245596555
"CHECKredi of Kentucky, LLC",59,0.000526330391503279
PRONTO FINANCE INC.,59,0.000526330391503279
"Blakely-Witt and Associates, Inc.",59,0.000526330391503279
"Ascension Point Recovery Services, LLC",59,0.000526330391503279
"Majority USA, LLC",59,0.000526330391503279
Professional Collection Service Inc (GA),59,0.000526330391503279
"Southern Oregon Credit Service, Inc.",58,0.000517409537410003
BANCORPSOUTH BANK,58,0.000517409537410003
Flandreau Santee Sioux Tribe,58,0.000517409537410003
Modern Adjustment Bureau,58,0.000517409537410003
Kubota North America Corporation,58,0.000517409537410003
"BCI FINANCIAL GROUP, INC.",58,0.000517409537410003
Clarity Services,58,0.000517409537410003
Michael J Adams PC,58,0.000517409537410003
Financial Corporation of America,58,0.000517409537410003
Benht: Economic Development Corporation,58,0.000517409537410003
"Delta Management Associates, Inc.",58,0.000517409537410003
Gravamen Asset Management Group LLC,58,0.000517409537410003
South Mississippi Collection Services Inc.,57,0.0005084886833167272
"Voss & Klein, LLC",57,0.0005084886833167272
LCS FINANCIAL SERVICES CORPORATION,57,0.0005084886833167272
Universal Payment Corporation,57,0.0005084886833167272
"Shermeta Law Group, PLLC",57,0.0005084886833167272
"National Medical Administrators, Inc",57,0.0005084886833167272
"Eastpoint Recovery Group, Inc",57,0.0005084886833167272
"Zarzaur and Schwartz, PC",57,0.0005084886833167272
STANDARD MORTGAGE CORPORATION,57,0.0005084886833167272
"Esusu, Inc.",57,0.0005084886833167272
"MAS FINANCIAL SERVICES, INC.",57,0.0005084886833167272
"Gordon, Aylworth & Tami, P.C.",57,0.0005084886833167272
"Acrisure Mortgage Partners, LLC",56,0.0004995678292234512
"Finance System of Toledo, Inc.",56,0.0004995678292234512
"Orion Portfolio Services, LLC",56,0.0004995678292234512
"Denali Capital Holdings, LLC",56,0.0004995678292234512
"Berman & Rabin, P.A.",55,0.0004906469751301754
Statewide Credit Services Corp.,55,0.0004906469751301754
Global Credit & Collection Corporation,55,0.0004906469751301754
Four Directions Lending LLC,55,0.0004906469751301754
"Ballybunion Enterprises, Inc",55,0.0004906469751301754
Hanwha QCells USA Corp,55,0.0004906469751301754
"CAROLINA FINANCE, LLC",55,0.0004906469751301754
"AMERINATIONAL COMMUNITY SERVICES, INC.",55,0.0004906469751301754
"Delivery Financial Services, LLC",55,0.0004906469751301754
"Arena Investors, LP",55,0.0004906469751301754
"B9, Inc.",55,0.0004906469751301754
"Southern Credit Recovery, Inc.",55,0.0004906469751301754
"CB1, Inc.",55,0.0004906469751301754
"TAG Intermediate Holding Company, LLC",54,0.00048172612103689945
TEXAS HIGHER EDUCATION COORDINATING BOARD,54,0.00048172612103689945
CREDICO. INC,54,0.00048172612103689945
"Unisa, Inc",54,0.00048172612103689945
"Fein, Such, Kahn & Shepard, P.C.",54,0.00048172612103689945
Centron Services,54,0.00048172612103689945
"WINN LAW GROUP, APC",54,0.00048172612103689945
"1803 Capital, LLC",54,0.00048172612103689945
UBS BANK USA,54,0.00048172612103689945
Premier Student Loan Center,54,0.00048172612103689945
"Paxful Holdings, Inc.",53,0.0004728052669436235
Federated Student Loan Services,53,0.0004728052669436235
National Management Recovery Corp. (NMRC),53,0.0004728052669436235
SEACOAST BANKING CORPORATION OF FLORIDA,53,0.0004728052669436235
"Nevada Credico, Inc.",53,0.0004728052669436235
"Compass Recovery Group, LLC",53,0.0004728052669436235
Credova Holdings Inc,53,0.0004728052669436235
"Silverman Theologou, LLP",53,0.0004728052669436235
"Scratch Financial, Inc.",53,0.0004728052669436235
AmWest Funding Corp.,53,0.0004728052669436235
"Propel, Inc.",52,0.00046388441285034757
"Loan South Finance & Tax Service of Troy, LLC",52,0.00046388441285034757
"IMPAC MORTGAGE HOLDINGS, INC.",52,0.00046388441285034757
MISSION FINANCIAL SERVICES CORPORATION,52,0.00046388441285034757
"Andrews & Cox, P.C.",52,0.00046388441285034757
"Kramer & Frank, P.C.",52,0.00046388441285034757
Collection Consultants of California,52,0.00046388441285034757
Action Collection Service,52,0.00046388441285034757
TOLEDO FINANCE CORPORATION,51,0.00045496355875707166
AG AH LLC,51,0.00045496355875707166
"JNR Adjustment Company, Inc",51,0.00045496355875707166
NETWORK CAPITAL FUNDING CORP,51,0.00045496355875707166
"PMAB,LLC",51,0.00045496355875707166
Vericred Solutions LLC,51,0.00045496355875707166
State Home Mortgage,51,0.00045496355875707166
"Data Search NY, Inc.",51,0.00045496355875707166
"Valley Collection Service, LLC",51,0.00045496355875707166
Credit Sage LLC,51,0.00045496355875707166
All Debt Solutions Inc. dba: 1st Class Agency,51,0.00045496355875707166
"Windham Professionals, Inc.",51,0.00045496355875707166
"Long & Foster Financial Services, Inc.",51,0.00045496355875707166
"Hauge Associates, Inc.",50,0.00044604270466379575
"Freeway Funding, Inc.",50,0.00044604270466379575
Lac Courte Oreilles Financial Services II,50,0.00044604270466379575
BELMONT FINANCE LLC,50,0.00044604270466379575
CountryPlace Acceptance Corporation,50,0.00044604270466379575
"Net Pay Advance, Inc.",50,0.00044604270466379575
"4M Collections, LLC",50,0.00044604270466379575
"NFM, INC",50,0.00044604270466379575
TOWNEBANK,50,0.00044604270466379575
Ready Capital Corporation,50,0.00044604270466379575
"Jacob Law Group, PLLC",50,0.00044604270466379575
Meritize Financial Inc.,50,0.00044604270466379575
"Bitstamp USA, Inc.",50,0.00044604270466379575
"Professional Adjustment Corp. of S.W. FL., Inc.",50,0.00044604270466379575
INVESTORS BANK,49,0.00043712185057051984
Accelerated Servicing Group LLC,49,0.00043712185057051984
Credit Glory LLC,49,0.00043712185057051984
"Trojan Professional Services, Inc.",49,0.00043712185057051984
"Action Collection Agencies, Inc.",49,0.00043712185057051984
IDAHO CENTRAL CREDIT UNION,49,0.00043712185057051984
"Collection Management Services, Inc.",49,0.00043712185057051984
Debt Management Incorporated,49,0.00043712185057051984
"Greenberg, Grant & Richards Inc.",49,0.00043712185057051984
Diversified Acceptance Corporation,49,0.00043712185057051984
Commonwealth Health Corporation,49,0.00043712185057051984
United Group Inc.,49,0.00043712185057051984
"Business Revenue Systems, Inc.",48,0.0004282009964772439
"American Capital Enterprises, Inc.",48,0.0004282009964772439
Abbott Osborn Jacobs PLC,48,0.0004282009964772439
Receivable Solutions LLC,48,0.0004282009964772439
VIRGINIA HOUSING DEVELOPMENT AUTHORITY,48,0.0004282009964772439
"National Auto Lenders, Inc.",48,0.0004282009964772439
"Benuck & Rainey, Inc.",48,0.0004282009964772439
"Account Managers, Inc.",48,0.0004282009964772439
"National Healthcare Collections, LLC",47,0.000419280142383968
Time Investment Corporation,47,0.000419280142383968
A-L FINANCIAL CORP,47,0.000419280142383968
Zillow Group Inc.,47,0.000419280142383968
"Credit Consulting Services, Inc.",47,0.000419280142383968
"MST Financial Services, L.L.C.",47,0.000419280142383968
"Axela Technologies, Inc",47,0.000419280142383968
Circle Internet Financial,47,0.000419280142383968
"Ragan & Ragan, PC",47,0.000419280142383968
"SUMMIT FUNDING, INC.",47,0.000419280142383968
MCMC Auto LTD,47,0.000419280142383968
Carmichael & Frost LLC,47,0.000419280142383968
"Kornerstone Credit,  LLC.",47,0.000419280142383968
Mnet Financial Inc,47,0.000419280142383968
"Ratchford Law Group, P.C.",47,0.000419280142383968
CONRAD CREDIT CORPORATION,47,0.000419280142383968
"Certified Solutions, Inc",47,0.000419280142383968
"Illinois Collection Service, Inc.",47,0.000419280142383968
FACTUAL DATA CORP.,47,0.000419280142383968
Tulsa Adjustment Bureau,46,0.0004103592882906921
"Global Processing Services, LLC",46,0.0004103592882906921
NEW YORK STATE HIGHER EDUCATION SERVICES CORPORATION (HESC)—,46,0.0004103592882906921
Sulphur Bank Rancheria Enterprises,46,0.0004103592882906921
"Palmar, Inc.",46,0.0004103592882906921
OpenRoad Lending,46,0.0004103592882906921
"The Leviton Law Firm, Ltd.",46,0.0004103592882906921
Screening Reports Inc.,46,0.0004103592882906921
Team Recovery Inc.,46,0.0004103592882906921
"Ark-La-Tex Financial Services, LLC",46,0.0004103592882906921
Accounts Receivable Inc.,46,0.0004103592882906921
FMS Inc.,45,0.0004014384341974162
"American Financial Resources, Inc.",45,0.0004014384341974162
"Commercial Trade, Inc.",45,0.0004014384341974162
"VIRTUOSO SOURCING GROUP, LLC.",45,0.0004014384341974162
CRED Technologies dba cred.ai,45,0.0004014384341974162
"Law Offices of Robert A. Schuerger Co., LPA",45,0.0004014384341974162
American Student Assistance,45,0.0004014384341974162
"Jonathan Neil & Associates, Inc",45,0.0004014384341974162
Turner Acceptance Corp.,45,0.0004014384341974162
"Commerce Home Mortgage, Inc",45,0.0004014384341974162
"Tri-State Adjustments, Inc.",45,0.0004014384341974162
Kora Financial,45,0.0004014384341974162
"Debois, Inc.",45,0.0004014384341974162
PERDUE BRANDON FIELDER COLLINS & MOTT LLP,45,0.0004014384341974162
"E Mortgage Capital, Inc.",45,0.0004014384341974162
"Southern Financial Systems, Inc.",45,0.0004014384341974162
"United Consumer Finance, Inc.",45,0.0004014384341974162
Pacific Retrieval LLC,45,0.0004014384341974162
"New Century Auto Sales, Inc.",45,0.0004014384341974162
LendUp Loans LLC,45,0.0004014384341974162
KP ASSET CONSULTING LLC,44,0.0003925175801041403
"NPG Associates, Inc.",44,0.0003925175801041403
TOWNE MORTGAGE COMPANY,44,0.0003925175801041403
Vertical Screen,44,0.0003925175801041403
"Collection Professionals, Inc. (Macomb, IL)",44,0.0003925175801041403
Guglielmo and Associates,44,0.0003925175801041403
"RSH & Associates, LLC",44,0.0003925175801041403
"StellarFinance, Inc.",44,0.0003925175801041403
Marcadis Singer PA,44,0.0003925175801041403
ASTA FUNDING INC.,44,0.0003925175801041403
"CREDIT CONCEPTS, INC.",44,0.0003925175801041403
"BANKUNITED, NATIONAL ASSOCIATION",44,0.0003925175801041403
"DCI Credit Services, Inc.",44,0.0003925175801041403
"Account Management Services, Inc.",44,0.0003925175801041403
ROYAL UNITED MORTGAGE LLC,44,0.0003925175801041403
"JFQ Lending, LLC",44,0.0003925175801041403
"Caneel Capital, LLC",44,0.0003925175801041403
Prime Recovery LLC,44,0.0003925175801041403
Thrift Investment Corp.,44,0.0003925175801041403
"Slovin & Council Co., L.P.A.",43,0.0003835967260108644
A&D Mortgage LLC,43,0.0003835967260108644
On Q Financial,43,0.0003835967260108644
ACXIOM CORP.,43,0.0003835967260108644
"Scratch Services, Inc.",43,0.0003835967260108644
Agency of Credit Control,43,0.0003835967260108644
"Credit Technology, Inc.",43,0.0003835967260108644
"Capital Mitigation Services, LLC",43,0.0003835967260108644
PRANCER CAPITAL CORP,43,0.0003835967260108644
"PROVIDENT FINANCIAL SERVICES, INC.",43,0.0003835967260108644
Collection Attorneys USA LLC,42,0.00037467587191758846
"Professional Claims Bureau, Inc.",42,0.00037467587191758846
USI Solutions Inc.,42,0.00037467587191758846
"Cordoba Legal Group, PLLC.",42,0.00037467587191758846
"Resurgence Legal Group, PC",42,0.00037467587191758846
"NIC, Inc.",42,0.00037467587191758846
"Action Revenue Recovery, LLC",42,0.00037467587191758846
EDvantage LLC,42,0.00037467587191758846
"GMA Investments, LLC",42,0.00037467587191758846
Richland Bureau of Credits Medical Service Bureau Inc.,42,0.00037467587191758846
"Collection Information Bureau, Inc.",42,0.00037467587191758846
"eMoneyUSA Holdings, LLC",42,0.00037467587191758846
"Credit Bureau of York, Inc.",42,0.00037467587191758846
Professional Receivables Network,42,0.00037467587191758846
"Credit Clearing House of America, Inc.",41,0.0003657550178243125
InvestiNet LLC,41,0.0003657550178243125
Global Credit Union,41,0.0003657550178243125
OCEANFIRST FINANCIAL CORP.,41,0.0003657550178243125
"United Check Recovery Bureau, Inc.",41,0.0003657550178243125
SOUTHWEST COLLECTION SERVICES INC.,41,0.0003657550178243125
WESTSTAR MORTGAGE CORPORATION,41,0.0003657550178243125
"Northern Trust Company, The",41,0.0003657550178243125
"Panorama Mortgage Group, LLC",41,0.0003657550178243125
Spring Equity LLC,41,0.0003657550178243125
"Armstrong and Associates, Inc",41,0.0003657550178243125
Titanium Funds,41,0.0003657550178243125
MoneySpot USA LLC DBA Sunshine Loans,41,0.0003657550178243125
"Motolease, LLC",41,0.0003657550178243125
"King of Credit Financial, Inc",41,0.0003657550178243125
"Rauch-Milliken International, Inc.",41,0.0003657550178243125
Veripro Solutions Inc.,41,0.0003657550178243125
Earm LLC,41,0.0003657550178243125
AMERICAN FINANCING CORPORATION,40,0.0003568341637310366
"Makes Cents, Inc. dba Advance.Cash",40,0.0003568341637310366
Suburban Credit Corporation,40,0.0003568341637310366
Opportunity Fund,40,0.0003568341637310366
"Advantage Collection Professionals, Inc.",40,0.0003568341637310366
"Emergent Business Group, Inc.",40,0.0003568341637310366
Island Finance Puerto Rico,40,0.0003568341637310366
"Big City Finance, LLLP",40,0.0003568341637310366
Robinson Economic Development Corporation,40,0.0003568341637310366
"West Coast Servicing, Inc.",40,0.0003568341637310366
"CARMEL FINANCIAL CORPORATION, INC.",40,0.0003568341637310366
Credit Bureau Services of Iowa Inc.,40,0.0003568341637310366
Triton Recovery Group,40,0.0003568341637310366
Nexum Group Inc,40,0.0003568341637310366
"Bilateral Credit Corp, LLC",40,0.0003568341637310366
"DIME COMMUNITY BANCSHARES, INC.",40,0.0003568341637310366
"Alliance CAS, LLC",40,0.0003568341637310366
Siwell Inc,40,0.0003568341637310366
INTERFIRST MORTGAGE COMPANY,40,0.0003568341637310366
Volunteer Mortgage Loan Servicing,40,0.0003568341637310366
L.B.Gray LLC A Debt Collection Agency,40,0.0003568341637310366
"Prog Holdings, Inc.",40,0.0003568341637310366
Charleston Area Medical Center,40,0.0003568341637310366
"Solomon and Solomon, P.C.",40,0.0003568341637310366
Home American Mortgage Corp,40,0.0003568341637310366
"Biehl & Biehl, Inc",39,0.0003479133096377607
"FirstCredit, Inc.",39,0.0003479133096377607
"American Credit Bureau, Inc.",39,0.0003479133096377607
