Company,count,share_pct
"Lendgo, Inc.",5,4.4604270466379573e-05
General Credit Service Inc.,5,4.4604270466379573e-05
Farm Bureau Finance Company,5,4.4604270466379573e-05
"Downeast Capital, Inc.",4,3.568341637310366e-05
Douglass & Associates Co. LPA,4,3.568341637310366e-05
Sir Finance Corp,4,3.568341637310366e-05
"Douglas L. Brooks, PC",4,3.568341637310366e-05
NATIONWIDE EQUITIES CORP,4,3.568341637310366e-05
YES AUTO CREDIT,4,3.568341637310366e-05
"A/R CONCEPTS, INC.",4,3.568341637310366e-05
RedBrick Financial Group Inc.,4,3.568341637310366e-05
Docuservpro dba Simple Repayment,4,3.568341637310366e-05
Allied Union Group Inc,4,3.568341637310366e-05
"Vanz, LLC",4,3.568341637310366e-05
Rivertown Credit LLC,4,3.568341637310366e-05
"River City Finance Co., Inc.",4,3.568341637310366e-05
GREENTREE MORTGAGE CO. L.P.,4,3.568341637310366e-05
Highline Automotive Inc.,4,3.568341637310366e-05
A1 Holding Group LLC,4,3.568341637310366e-05
Gallatin Valley Financial,4,3.568341637310366e-05
Alvamar Financial,4,3.568341637310366e-05
"Direct Mortgage, Corp.",4,3.568341637310366e-05
"Hogan Capital II, LLC",4,3.568341637310366e-05
ABC Loan of Martinez/ Georgia Finco Holding Corp,4,3.568341637310366e-05
Diamond Advances LLC,4,3.568341637310366e-05
"ABSOLUTE FINANCIAL SERVICES, INC",4,3.568341637310366e-05
"ACADEMIC SOLUTIONS OF NEW YORK, LLC",4,3.568341637310366e-05
Dependable Debt Recovery,4,3.568341637310366e-05
"Puerto Rico Consumer Debt Management Co., Inc.",4,3.568341637310366e-05
"Delta Management Group, Inc.",4,3.568341637310366e-05
Riehlman Shafer and Shaw LLC,4,3.568341637310366e-05
HomeXpress Mortgage Corp.,4,3.568341637310366e-05
"Medical Debt Resolution, Inc. dba RIP Medical Debt",4,3.568341637310366e-05
Debt Freedom Attorneys,4,3.568341637310366e-05
Richard A. Weidel Corporation,4,3.568341637310366e-05
INSPERITY INC,4,3.568341637310366e-05
"G&L Wise Financial, Inc.",4,3.568341637310366e-05
Southeast Finance Inc.,4,3.568341637310366e-05
North Capital Recovery Services,4,3.568341637310366e-05
"GEMINI CAPITAL GROUP, LLC",4,3.568341637310366e-05
"Anderson and Associates Credit Services, LLC",4,3.568341637310366e-05
"North Georgia Regional Collection Agency, Inc.",4,3.568341637310366e-05
"1ST FINANCIAL, INC.",4,3.568341637310366e-05
Master Finance Corporation,4,3.568341637310366e-05
Southern Credit LLC,4,3.568341637310366e-05
"Cypress Creek Financial, LLC",4,3.568341637310366e-05
Cypress Collections,4,3.568341637310366e-05
"Professional Adjustment Bureau of Mid-America, Inc.",4,3.568341637310366e-05
Nae-Mo Corp dba Matthews & Michaels,4,3.568341637310366e-05
"Marvel & Maloney, P.C.",4,3.568341637310366e-05
GEM Financial,4,3.568341637310366e-05
"Professional Accounts Service, Inc. (Indiana)",4,3.568341637310366e-05
VANGUARD FUNDING LLC,4,3.568341637310366e-05
"Norman & Associates, Inc.",4,3.568341637310366e-05
1st Fidelity Loan Servicing,4,3.568341637310366e-05
"American Liberty Mortgage, Inc.",4,3.568341637310366e-05
"Homeward, Inc.",4,3.568341637310366e-05
"Validify, LLC",4,3.568341637310366e-05
"GMS Holdings, Inc.",4,3.568341637310366e-05
"Genesis Recovery Services, Inc.",4,3.568341637310366e-05
"Sky Blue Financial Services, Inc.",4,3.568341637310366e-05
"Prospect Financial Group, Inc",4,3.568341637310366e-05
"Revenue Collection Bureau, Inc.",4,3.568341637310366e-05
"Dealer Funding, LLC",4,3.568341637310366e-05
"Zo Financial, Inc.",4,3.568341637310366e-05
Nation One Mortgage Corporation,4,3.568341637310366e-05
"Professional Recovery of Longmont, Inc.",4,3.568341637310366e-05
360 Credit Consulting,4,3.568341637310366e-05
"Small & Small, Attorneys PLLC",4,3.568341637310366e-05
GETM INCORPORATED,4,3.568341637310366e-05
"Professional Mitigation Services, Inc",4,3.568341637310366e-05
Dankos Gordon & Tucker PC,4,3.568341637310366e-05
"Merrick, Costello & Walsh, LLC.",4,3.568341637310366e-05
FNZ WMS HOLDCO LLC,4,3.568341637310366e-05
First Commonwealth Mortgage Corp.,4,3.568341637310366e-05
"Evans & Mullinix, PA",4,3.568341637310366e-05
"Rapid Collection Systems, Inc.",4,3.568341637310366e-05
"AccessOne  Holdings, Inc.",4,3.568341637310366e-05
Greyhound Capital Group LLC,4,3.568341637310366e-05
Miranda Holdings LLC DBA Total Credit Relief,4,3.568341637310366e-05
"SHARP COLLECTIONS, INC",4,3.568341637310366e-05
Account Information Management Corporation,4,3.568341637310366e-05
"Groves Capital, Inc.",4,3.568341637310366e-05
"Westside Recovery Services, LLC",4,3.568341637310366e-05
"AMERIPRISE BANK, FSB",4,3.568341637310366e-05
Heights Finance LLC,4,3.568341637310366e-05
SIMPLE CAR TITLE LOANS INC,4,3.568341637310366e-05
Wholesale Tradelines,4,3.568341637310366e-05
"MortgageOne, Inc.",4,3.568341637310366e-05
"Global Resolution Group, LLC",4,3.568341637310366e-05
"Escrow and Title Services, Inc.",4,3.568341637310366e-05
Accounts Recovery Agency Inc.,4,3.568341637310366e-05
Williams Kastner & Gibbs PLLC,4,3.568341637310366e-05
"SOUTHPOINT FINANCIAL SERVICES, INC.",4,3.568341637310366e-05
Royalty Lending Financial Services Inc.,4,3.568341637310366e-05
Greentree & Associates,4,3.568341637310366e-05
"Fairway Holdings, LLC",4,3.568341637310366e-05
"Modern Mortgage Financial, LLC",4,3.568341637310366e-05
"West Law Group, PLLC",4,3.568341637310366e-05
FIRST CHOICE LOAN SERVICES INC.,4,3.568341637310366e-05
FORTIFI FUNDING III LLC,4,3.568341637310366e-05
Ray Skillman Ford Inc,4,3.568341637310366e-05
"Moody, Jones & Ingino, P.A",4,3.568341637310366e-05
"FIDELIS RECOVERY MANAGEMENT, LLC",4,3.568341637310366e-05
ATLANTIC PACIFIC MORTGAGE CORP,4,3.568341637310366e-05
"West Bay Leasing Services, LLC",4,3.568341637310366e-05
"FRANKLIN FIRST FINANCIAL, LTD",4,3.568341637310366e-05
"Great Marten Holdings, Inc.",4,3.568341637310366e-05
FRANKLIN LOAN CORPORATION,4,3.568341637310366e-05
"Reali, Inc.",4,3.568341637310366e-05
"FC LENDING, LTD.",4,3.568341637310366e-05
"Nationwide Judgement Recovery, Inc.",4,3.568341637310366e-05
"FALONI & ASSOCIATES, LLC",4,3.568341637310366e-05
"Welcome Finance Company, Inc",4,3.568341637310366e-05
"Greenback Recovery Group, LLC",4,3.568341637310366e-05
"HFG Holdings, Inc.",4,3.568341637310366e-05
Washington Collectors Tri Cities Inc,4,3.568341637310366e-05
"FinanceCo of Kansas, Inc",4,3.568341637310366e-05
Alamo Premier Mortgage Group Inc,4,3.568341637310366e-05
"Sapphire Marketing Group, Inc.",4,3.568341637310366e-05
Alliance Acceptance Corp.,4,3.568341637310366e-05
REGAL CREDIT CORPORATION,4,3.568341637310366e-05
"ERNST, ARTMANN AND ASSOCIATES, INC.",4,3.568341637310366e-05
"Harvest Credit Management VII, LLC",4,3.568341637310366e-05
"AGS Financial, Inc",4,3.568341637310366e-05
Scott Kroner PLC,4,3.568341637310366e-05
Worldwide Recovery LLC,4,3.568341637310366e-05
ASPIRE FINANCIAL INC.,4,3.568341637310366e-05
"Newman & Marquez, P.A.",4,3.568341637310366e-05
"Meyer & Njus, P.A.",4,3.568341637310366e-05
Headwaters Financial Corp.,4,3.568341637310366e-05
"Newman, Mathis, Brady & Spedale",4,3.568341637310366e-05
"Search ROI, LLC",4,3.568341637310366e-05
"Virtual Assets, LLC",4,3.568341637310366e-05
"Red Cedar Services, Inc",4,3.568341637310366e-05
"Dunn Law, P.A.",4,3.568341637310366e-05
WALL STREET MORTGAGE BANKERS,4,3.568341637310366e-05
"RELIABLE FINANCIAL SERVICES, INC.",4,3.568341637310366e-05
"Rogers, Morris & Ziegler, LLP",4,3.568341637310366e-05
Mickel Law Firm. P.A.,4,3.568341637310366e-05
"Glick Management, LLC",4,3.568341637310366e-05
"Elite Financial Services, Inc (MA)",4,3.568341637310366e-05
"Wagner Financial Services, Inc.",4,3.568341637310366e-05
Wisconsin Housing and Economic Development Authority,4,3.568341637310366e-05
"ALE Solutions, Inc.",4,3.568341637310366e-05
"Advanced Collections, Inc.",4,3.568341637310366e-05
"Echelon Financial, Inc.",4,3.568341637310366e-05
"Girvin & Ferlazzo, P.C.",4,3.568341637310366e-05
Finco Holding Company LLC,4,3.568341637310366e-05
"Sago Financial, Inc.",4,3.568341637310366e-05
RGV Loans LLC,4,3.568341637310366e-05
East Coast Funding Group,4,3.568341637310366e-05
"EZ Loans, Inc.",4,3.568341637310366e-05
"AKT AMERICAN CAPITAL, INC. DBA AMERICAN CAPITAL CORP.",4,3.568341637310366e-05
"New Direction, Inc",4,3.568341637310366e-05
First Associates Loan Servicing LLC,4,3.568341637310366e-05
EZ FUNDINGS Inc.,4,3.568341637310366e-05
Robinson & Associates,4,3.568341637310366e-05
CHN Housing Partners,4,3.568341637310366e-05
GARDEN STATE HOME LOANS INCORPORATED,4,3.568341637310366e-05
"Complete Care, Inc.",4,3.568341637310366e-05
Pinnacle Finance LLC,4,3.568341637310366e-05
"MLH Financial Services, Inc.",4,3.568341637310366e-05
"C&I Financial, Inc.",4,3.568341637310366e-05
"Consumer Attorneys of America, P.A.",4,3.568341637310366e-05
UNITED GUARANTY CORPORATION,4,3.568341637310366e-05
Logan Finance Corporation,4,3.568341637310366e-05
The CFM Group,4,3.568341637310366e-05
"PayNearMe MT, Inc.",4,3.568341637310366e-05
Law Offices of Michael Lupolover,4,3.568341637310366e-05
"Law Offices of Marvin S. C. Dang, LLC",4,3.568341637310366e-05
"Jon D. Curtis, Attorney at Law",4,3.568341637310366e-05
Complete Professional Recovery LLC,4,3.568341637310366e-05
"BOGMAN, INC",4,3.568341637310366e-05
Open Road Finance Corporation,4,3.568341637310366e-05
Law Offices of Goldberg & Oriel,4,3.568341637310366e-05
"Total Customer Service, Inc.",4,3.568341637310366e-05
"ORO OC, LLC",4,3.568341637310366e-05
LT17 Services LLC,4,3.568341637310366e-05
CAPITAL CENTER LLC,4,3.568341637310366e-05
"Blake Enterprises, LLC",4,3.568341637310366e-05
Tarpon Financial Corporation,4,3.568341637310366e-05
JLO Ventures LLC dba Car By U,4,3.568341637310366e-05
"Pluese, Becker & Saltzman, LLC",4,3.568341637310366e-05
Catch Financial Inc,4,3.568341637310366e-05
TOWN & COUNTRY ACCEPTANCE CORPORATION,4,3.568341637310366e-05
"Continental Currency Services, Inc.",4,3.568341637310366e-05
GABA LAW CORPORATION,4,3.568341637310366e-05
Car Credit Inc,4,3.568341637310366e-05
Consumer Solutions Group,4,3.568341637310366e-05
Central Atlantic Sales Inc. T/A Priority Buy Here Pay Here,4,3.568341637310366e-05
TOC Financial DBA Mi Gente,4,3.568341637310366e-05
"OPT-OUT SERVICES, LLC",4,3.568341637310366e-05
UNIVERSAL LENDING CORP.,4,3.568341637310366e-05
Tri-Counties Accounts Adjustment Bureau,4,3.568341637310366e-05
Phoenix Asset Group LLC,4,3.568341637310366e-05
"Crawfordsville CCB, Inc.",4,3.568341637310366e-05
"Central Service Bureau, Inc.",4,3.568341637310366e-05
"MDE Home Loans, LLC",4,3.568341637310366e-05
"Kostka and Associates, LLC",4,3.568341637310366e-05
Peoples Credit Inc.,4,3.568341637310366e-05
Pacific Collections,4,3.568341637310366e-05
People's Finance Co,4,3.568341637310366e-05
Key Mortgage Services,4,3.568341637310366e-05
Bureau of Medical Economics of Santa Clara County,4,3.568341637310366e-05
"Pangea Universal Holdings, Inc.",4,3.568341637310366e-05
Sylvania Acceptance Corporation,4,3.568341637310366e-05
"Systematic National Collection, Inc.",4,3.568341637310366e-05
Chesmar Homes,4,3.568341637310366e-05
Benjamin Chaise & Associates,4,3.568341637310366e-05
"Tennessee Quick Cash, Inc.",4,3.568341637310366e-05
Check N Title Loans,4,3.568341637310366e-05
Brother Loan & Finance Co.,4,3.568341637310366e-05
"Tier Capital, LLC",4,3.568341637310366e-05
"Cohen McNeile & Pappas, PC",4,3.568341637310366e-05
Turbo Debt LLC,4,3.568341637310366e-05
"Panteris & Panteris, LLP",4,3.568341637310366e-05
TITLE MIDWEST INC,4,3.568341637310366e-05
Student Assist Plus LLC,4,3.568341637310366e-05
"LoanHero, Inc",4,3.568341637310366e-05
"Student Loan Care, LLC",4,3.568341637310366e-05
BULBUL INVESTMENTS LLC,4,3.568341637310366e-05
TIDEWATER MORTGAGE SERVICES,4,3.568341637310366e-05
Banc One Mortgage Corporation,4,3.568341637310366e-05
"Pankey & Horlock, LLC",4,3.568341637310366e-05
Bank of China USA,4,3.568341637310366e-05
Collection Solutions Inc.,4,3.568341637310366e-05
Two Dots Inc.,4,3.568341637310366e-05
PROSPER FIRST FUNDING CORPORATION,4,3.568341637310366e-05
"CREDIT BUREAU OF NEW ULM, INC.",4,3.568341637310366e-05
"Chambless, Math, Carr, P.C.",4,3.568341637310366e-05
Courtney & Camp,4,3.568341637310366e-05
"Automotive Services Finance, Inc.",4,3.568341637310366e-05
Layer2 Financial Inc.,4,3.568341637310366e-05
"Oregon Credit & Collections Bureau, Inc.",4,3.568341637310366e-05
Legacy Funding Corporation,4,3.568341637310366e-05
The Home Loan Expert LLC,4,3.568341637310366e-05
"CENTENNIAL LENDING, LLC",4,3.568341637310366e-05
Assent Inc.,4,3.568341637310366e-05
Man-Data Inc.,4,3.568341637310366e-05
"POWERPAY, LLC",4,3.568341637310366e-05
Speedee Cash Management,4,3.568341637310366e-05
"Credit Shop, Incorporated",4,3.568341637310366e-05
"Credit Sesame, Inc.",4,3.568341637310366e-05
Asset Recovery Inc,4,3.568341637310366e-05
"Cardinal Accounts, Inc.",4,3.568341637310366e-05
Cars America Inc.,4,3.568341637310366e-05
"Sperlonga Data & Analytics Systems, LLC",4,3.568341637310366e-05
LHR Inc.,4,3.568341637310366e-05
Automotive Financial Services,4,3.568341637310366e-05
Priority Financial Network,4,3.568341637310366e-05
"Leib Solutions, LLC",4,3.568341637310366e-05
"Association Capital Resources, LLC",4,3.568341637310366e-05
"The Law Offices of Barry J. Gammons, PLLC",4,3.568341637310366e-05
Southwest Acceptance Finance Co,4,3.568341637310366e-05
Crown Mortgage Co.,4,3.568341637310366e-05
Southwest Law Offices PC,4,3.568341637310366e-05
"Patch Homes, Inc. dba Noah",4,3.568341637310366e-05
"Cronheim & Larsson, LLC",4,3.568341637310366e-05
CIS DIRECT LENDING,4,3.568341637310366e-05
"Crimcheck Holdings, LLC",4,3.568341637310366e-05
TTM GLOBAL ENTERPRISES LLC,4,3.568341637310366e-05
"Prober & Raphael, A Law Corporation",4,3.568341637310366e-05
"Northern Arizona Creditors Service, Inc.",4,3.568341637310366e-05
"Northern Service Bureau, Escanaba Inc.",4,3.568341637310366e-05
"CreditGUARD of America, Inc.",4,3.568341637310366e-05
Lon Inc.,4,3.568341637310366e-05
Ascend One Corporation,4,3.568341637310366e-05
LOAN SERVICING GROUP,4,3.568341637310366e-05
"Credit Service of Logan, Inc.",4,3.568341637310366e-05
"Carchoice of Memphis, Inc.",4,3.568341637310366e-05
"Standard Financial of Louisiana, LLC",4,3.568341637310366e-05
The Collection Analyst Incorporated,4,3.568341637310366e-05
"Boek, Inc.",4,3.568341637310366e-05
"Tpls, Inc dba Auto Master",4,3.568341637310366e-05
Credit Bureau of Northern California Collections Services Inc,4,3.568341637310366e-05
Patrick Scanlon P.A.,4,3.568341637310366e-05
"CASH AMERICA INTERNATIONAL, INC.",4,3.568341637310366e-05
Auto Credit of Southern Ilinois,4,3.568341637310366e-05
"Credit Bureau of Columbia, Inc.",4,3.568341637310366e-05
"Lost Lake Finance, LLC",4,3.568341637310366e-05
"Portfolio Investment Exchange, Inc.",4,3.568341637310366e-05
Liberty Debt Relief LLC,4,3.568341637310366e-05
"AutoCred, Inc.",4,3.568341637310366e-05
"Blue Front Financial, LLC d/b/a Ladder Loans",4,3.568341637310366e-05
"AutoStar Finance, Inc - D/B/A Atlanta AutoStar",4,3.568341637310366e-05
Pomelo Technology US Inc,4,3.568341637310366e-05
"Caramel Dealer Services, LLC",4,3.568341637310366e-05
"Campus Student Funding, LLC",4,3.568341637310366e-05
"Spina & Lavelle, P.C.",4,3.568341637310366e-05
"LENCO FINANCE OF CARENCRO, INC",4,3.568341637310366e-05
"Atlas Capital, Inc.",4,3.568341637310366e-05
Lexington Mortgage Corporation,4,3.568341637310366e-05
"Atlantic Mortgage and Funding, Inc.",4,3.568341637310366e-05
TRACO INVESTMENT CORP,4,3.568341637310366e-05
Premier Holdings,4,3.568341637310366e-05
"Inter-Cambio Express, Inc.",4,3.568341637310366e-05
"United Collection Service, Inc (FL)",4,3.568341637310366e-05
"Atlanta Check Cashers, Inc",4,3.568341637310366e-05
Premier Portfolio Group,4,3.568341637310366e-05
Western Portfolio Assets,3,2.6762562279827745e-05
Tiptree Financial Inc.,3,2.6762562279827745e-05
Whitestone Financial Holdings LLC,3,2.6762562279827745e-05
"Rothman Evans, P.C.",3,2.6762562279827745e-05
National Investigative Services,3,2.6762562279827745e-05
Tecco Systems,3,2.6762562279827745e-05
Win-Win LLC,3,2.6762562279827745e-05
"P.D.A.B., Inc",3,2.6762562279827745e-05
Rossman & Co & PCB,3,2.6762562279827745e-05
"Tavelli Co., Inc. dba Tavco Credit Services",3,2.6762562279827745e-05
"Touchstone Partners, Inc.",3,2.6762562279827745e-05
Riverwalk Financial CORPORATION,3,2.6762562279827745e-05
Recovery Exchange LLC,3,2.6762562279827745e-05
"National Account Services, Inc.",3,2.6762562279827745e-05
The Rose Law Firm PLLC,3,2.6762562279827745e-05
The Cook Law Office PLLC,3,2.6762562279827745e-05
"Zakheim Law Group, P.A.",3,2.6762562279827745e-05
Revol Collections Ltd,3,2.6762562279827745e-05
"The Rickel Law Firm, P.C.",3,2.6762562279827745e-05
Revenue Cycle Management,3,2.6762562279827745e-05
The Dunning Law Firm APC,3,2.6762562279827745e-05
"Resurgence Financial, LLC",3,2.6762562279827745e-05
"National Account Systems of Madison, Inc",3,2.6762562279827745e-05
"Zimmerman & Zimmerman, P.A.",3,2.6762562279827745e-05
PLACID NK CORPORATION,3,2.6762562279827745e-05
"ZOA, LLC",3,2.6762562279827745e-05
"The Finance Co, LLC",3,2.6762562279827745e-05
"Reliant Home Funding, Inc",3,2.6762562279827745e-05
PRA LAW FIRM,3,2.6762562279827745e-05
"The Orange Coast Company, LLC",3,2.6762562279827745e-05
POLARIS HOME FUNDING CORP,3,2.6762562279827745e-05
"PLM Lender Services, Inc.",3,2.6762562279827745e-05
"The Law Offices of Bradley Kim Thomas ii, LLC",3,2.6762562279827745e-05
"PMR Progressive, LLC",3,2.6762562279827745e-05
"i3 Lending, Inc",3,2.6762562279827745e-05
"NY Community Financial, LLC",3,2.6762562279827745e-05
ZOOM HOME LENDING LLC,3,2.6762562279827745e-05
"National Advisory Group, Inc",3,2.6762562279827745e-05
Texas Mortgage Lending LLC,3,2.6762562279827745e-05
Red Tree Mortgage LLC,3,2.6762562279827745e-05
Pacific Lending LLC,3,2.6762562279827745e-05
"The Accounts Retrievable System, Inc.",3,2.6762562279827745e-05
"National Check Bureau, Inc.",3,2.6762562279827745e-05
"PASSAGE HEALTH INTERNATIONAL HOLDINGS, INC.",3,2.6762562279827745e-05
Red Bishop LLC,3,2.6762562279827745e-05
"PROFESSIONAL COLLECTION SERVICE, INC",3,2.6762562279827745e-05
"National Bureau of Collections, Inc",3,2.6762562279827745e-05
Red Rock Financial of Cedar City,3,2.6762562279827745e-05
"Robert L. Tankel, P.A.",3,2.6762562279827745e-05
"PRIORITY HOME MORTGAGE, L.P.",3,2.6762562279827745e-05
Robert Homfeld Credit Trust,3,2.6762562279827745e-05
The Collection Agency LLC,3,2.6762562279827745e-05
YALE MORTGAGE CORPORATION,3,2.6762562279827745e-05
TheTenn Inc.,3,2.6762562279827745e-05
PRESTAMOS RAPIDITOS,3,2.6762562279827745e-05
"The Check Cashing Place, Inc.",3,2.6762562279827745e-05
The Claims Center LLC,3,2.6762562279827745e-05
Regional Processing Services,3,2.6762562279827745e-05
Rithm Capital Corp.,3,2.6762562279827745e-05
The Wirbicki Law Group LLC,3,2.6762562279827745e-05
"The Winn Brown Law Firm, LLC",3,2.6762562279827745e-05
PREFERRED MORTGAGE CORPORATION,3,2.6762562279827745e-05
Russell P Goldman PC,3,2.6762562279827745e-05
"NorthShore Financial, L.L.C.",3,2.6762562279827745e-05
"RecFi,LLC",3,2.6762562279827745e-05
Sterling  Hill Financial,3,2.6762562279827745e-05
"Praxell, Inc.",3,2.6762562279827745e-05
Vargo & Janson PC,3,2.6762562279827745e-05
"Vellum Mortgage, Inc.",3,2.6762562279827745e-05
"Vendor Resource Management, Inc.",3,2.6762562279827745e-05
"Quantum Financial, Inc.",3,2.6762562279827745e-05
Sierra Collections and Consulting LLC,3,2.6762562279827745e-05
Underwood James and Associates LLC,3,2.6762562279827745e-05
Porter Law Firm,3,2.6762562279827745e-05
"Service Bureau, Inc.",3,2.6762562279827745e-05
"ONY GLO, INC.",3,2.6762562279827745e-05
"Steven R. Hrdlicka, Attorney at Law",3,2.6762562279827745e-05
Preferred Finanical Services Corporation,3,2.6762562279827745e-05
"USA Credit Solutions, Inc",3,2.6762562279827745e-05
"Security Auto Loans, Inc.",3,2.6762562279827745e-05
"USA Cash Services Management, Inc.",3,2.6762562279827745e-05
"Straley & Otto, P.A.",3,2.6762562279827745e-05
"Pivot Rock Solutions, LLC",3,2.6762562279827745e-05
Scoutlogic Inc.,3,2.6762562279827745e-05
"Pivot Financial Partners, Inc.",3,2.6762562279827745e-05
"Pinnacle Lending Group, Inc.",3,2.6762562279827745e-05
Stream Auto Outlet,3,2.6762562279827745e-05
Student Aid Experts,3,2.6762562279827745e-05
Unisource Joint Ventures LLC,3,2.6762562279827745e-05
Premier Capital Investment Group,3,2.6762562279827745e-05
Pier Special Opportunities Fund LP,3,2.6762562279827745e-05
United National Services,3,2.6762562279827745e-05
"Northern Alliance Management, LLC",3,2.6762562279827745e-05
Prodebtco LLC,3,2.6762562279827745e-05
"Southwestern Investors Group, LLC",3,2.6762562279827745e-05
North Dakota Housing Finance Agency,3,2.6762562279827745e-05
Usset Weingarden & Liebo PLLP,3,2.6762562279827745e-05
Prisma Capital LLC,3,2.6762562279827745e-05
"SouthLaw, P.C.",3,2.6762562279827745e-05
"North American Collectors, Inc.",3,2.6762562279827745e-05
South Coast Doc Prep,3,2.6762562279827745e-05
"Professional Datasolutions, Inc.",3,2.6762562279827745e-05
"Solutions To Portfolios, LLC",3,2.6762562279827745e-05
"Protocol Recovery Service, Inc.",3,2.6762562279827745e-05
"Priority 1 Lending, LLC",3,2.6762562279827745e-05
"Smith Law Firm, P.C.",3,2.6762562279827745e-05
"VICTORY MORTGAGE, LLC",3,2.6762562279827745e-05
Primary Financial Services L.L.C.,3,2.6762562279827745e-05
"United Docu Prep, Inc.",3,2.6762562279827745e-05
Niederman Stanzel & Lindsey,3,2.6762562279827745e-05
"Prepaid Ventures, LTD",3,2.6762562279827745e-05
Novation Inheritance LLC,3,2.6762562279827745e-05
Premlo Inc.,3,2.6762562279827745e-05
"Valer Enterprises, Inc",3,2.6762562279827745e-05
Pilgrim Mortgage LLC,3,2.6762562279827745e-05
"Oak Harbor Capital, LLC",3,2.6762562279827745e-05
"Rutledge Law Firm, P.C",3,2.6762562279827745e-05
"TreeMac Funding Group, LLC",3,2.6762562279827745e-05
"University Lending Group, LLC",3,2.6762562279827745e-05
SI Mortgage Comapny Co.,3,2.6762562279827745e-05
Nationwide Servicing Center Inc,3,2.6762562279827745e-05
"TriStar Finance, Inc.",3,2.6762562279827745e-05
TITLE FINANCIAL CORPORATION,3,2.6762562279827745e-05
"PayZen, Inc.",3,2.6762562279827745e-05
Weinman Acquisition Group,3,2.6762562279827745e-05
"Weinstein & Riley, P.S.",3,2.6762562279827745e-05
Tri-Cities Finance Company,3,2.6762562279827745e-05
Rapid Mortgage Company,3,2.6762562279827745e-05
Wellmont Health System,3,2.6762562279827745e-05
Watercress Financial Group LLC,3,2.6762562279827745e-05
"Trebar Financial Services, Inc.",3,2.6762562279827745e-05
"Transfermate, Inc.",3,2.6762562279827745e-05
Ray Skillman Northeast Imports Inc,3,2.6762562279827745e-05
Ray Skillman Westside Imports Inc,3,2.6762562279827745e-05
TRG Auto Finance LLC,3,2.6762562279827745e-05
"Patient Account Services, LLC",3,2.6762562279827745e-05
National Student Debt Advisory Corp.,3,2.6762562279827745e-05
"TSALTA FINANCIAL COMPANY, LLC",3,2.6762562279827745e-05
Ready Finance LLC,3,2.6762562279827745e-05
"Town Square Mortgage & Investments, LLC",3,2.6762562279827745e-05
"Payday Motors, Inc.",3,2.6762562279827745e-05
"Trinity Enterprises Partners, LLC",3,2.6762562279827745e-05
"Vonda J. Dunn, P.C.",3,2.6762562279827745e-05
"Perry Law Office, P.C.",3,2.6762562279827745e-05
"REISENFELD & ASSOCIATES LPA, LLC",3,2.6762562279827745e-05
Student Aid Foundation,3,2.6762562279827745e-05
"Pickett Law, LLC",3,2.6762562279827745e-05
Student Apex,3,2.6762562279827745e-05
Sandalwood Solutions,3,2.6762562279827745e-05
Samsa Technologies Inc,3,2.6762562279827745e-05
Sammamish Mortgage Company,3,2.6762562279827745e-05
Salary Finance Inc,3,2.6762562279827745e-05
Philip Sellers P.C.,3,2.6762562279827745e-05
Saddleback Acceptance Corporation,3,2.6762562279827745e-05
"Performance Settlement, LLC",3,2.6762562279827745e-05
Triple AC Resolutions,3,2.6762562279827745e-05
"Nelson, Cooper & Ortiz, LLC",3,2.6762562279827745e-05
Wakpamni Lake Community Corporation,3,2.6762562279827745e-05
"Old Dominion Mortgage Co., Inc",3,2.6762562279827745e-05
ROLS INC,3,2.6762562279827745e-05
"Sungage Financial, LLC",3,2.6762562279827745e-05
"Oliver Adjustment Company of Kenosha & Racine, Inc",3,2.6762562279827745e-05
Pennie Mgmt LLC,3,2.6762562279827745e-05
"Wasserstein, P.A.",3,2.6762562279827745e-05
"SMARTPAY, LLC",3,2.6762562279827745e-05
SIRVA WORLDWIDE INC.,3,2.6762562279827745e-05
"Wator & Associates, P.C",3,2.6762562279827745e-05
"(Former)Shapiro, Swertfeger & Hasty, LLP",3,2.6762562279827745e-05
"NRG STX Properties, LLC",3,2.6762562279827745e-05
"FIRST CASH FINANCIAL SERVICES, INC.",3,2.6762562279827745e-05
F&L Marketing Enterprises LLC,3,2.6762562279827745e-05
F5 Mortgage LLC,3,2.6762562279827745e-05
"FAST AND FAIR COLLECTION SOLUTIONS, LLC",3,2.6762562279827745e-05
MDG USA Inc.,3,2.6762562279827745e-05
FINANTA FEDERAL CREDIT UNION,3,2.6762562279827745e-05
"C&H INVESTMENTS, INC.",3,2.6762562279827745e-05
MEPCO FINANCE CORPORATION,3,2.6762562279827745e-05
"FM Home Loans, LLC",3,2.6762562279827745e-05
Integrated Mediation Solutions LLC,3,2.6762562279827745e-05
"C & S Associates, Inc. dba NCS Credit",3,2.6762562279827745e-05
FRANK & ISRAEL LTD.,3,2.6762562279827745e-05
Butte County Credit Bureau,3,2.6762562279827745e-05
MILLS LTD. dba Credit Bureau of Klamath County,3,2.6762562279827745e-05
"MINISTRY BRANDS, LLC",3,2.6762562279827745e-05
"MLB Residential Lending, LLC",3,2.6762562279827745e-05
Bullseye Collection Agency,3,2.6762562279827745e-05
Extreme Loans LLC,3,2.6762562279827745e-05
Express Paycheck LLC,3,2.6762562279827745e-05
Jet Direct Funding Corp,3,2.6762562279827745e-05
Jet Lending Inc.,3,2.6762562279827745e-05
Cardinal Branch,3,2.6762562279827745e-05
CarPutty Inc.,3,2.6762562279827745e-05
